product_group_id,brand,color,type,category,season,print,sleeve,fit,other_tags,color_shade
1889,AMI,Black,Tops,Hoodies,SS18,Plain,Longsleeve,Slim,None,Dark
1895,AMI,Navy,Tops,T-Shirt,SS18,Plain,Shortsleeve,Regular,Crew neck,Dark
1894,AMI,White,Tops,T-Shirt,SS18,Plain,Shortsleeve,Regular,Crew neck,Light
1905,AMI,White,Tops,Casual Shirts,SS18,Plain,Longsleeve,Slim,Button Down,Light
1893,AMI,Gray,Tops,T-Shirt,SS18,Plain,Shortsleeve,Regular,Crew neck,Light
1908,AMI,Black,Bottoms,Chinos,SS18,Check / plaid,None,Carrot,None,Dark
1899,AMI,Gray,Tops,Hoodies,SS18,Plain,Longsleeve,Slim,None,Light
1935,Fred Perry,Dark Gray,Tops,Polos,SS18,Plain,Shortsleeve,Slim,Down,Dark
3571,Sacoor,Purple,Tops,Formal Shirts,AW19,Stripe,Longsleeve,Regular,Button Down,Dark
3574,Sacoor,Light Blue,Tops,Formal Shirts,AW19,Stripe,Longsleeve,Regular,Button Down,Light
3607,Cavanni,Blue,Tops,Formal Shirts,AW19,Stripe,Longsleeve,Slim,Button Down,Medium
3608,Cavanni,White,Tops,Formal Shirts,AW19,Plain,Longsleeve,Slim,Button Down,Light
3609,Cavanni,White,Tops,Formal Shirts,AW19,Plain,Longsleeve,Slim,Button Down,Light
3610,Cavanni,Purple,Tops,Formal Shirts,AW19,Plain,Longsleeve,Slim,Button Down,Dark
3611,Cavanni,Blue,Tops,Blazer,AW19,Check / plaid,Longsleeve,Slim,"Flap,Notched,2 button",Medium
3612,Cavanni,Beige,Tops,Blazer,AW19,Check / plaid,Longsleeve,Slim,"Flap,Notched,2 button",Light
3613,Cavanni,Blue,Tops,Blazer,AW19,Check / plaid,Longsleeve,Slim,"Flap,Notched,2 button",Medium
3614,Cavanni,Beige,Tops,Blazer,AW19,Paisley,Longsleeve,Slim,"Flap,Shawl,1 button",Light
3615,Cavanni,Navy,Tops,Blazer,AW19,Paisley,Longsleeve,Slim,"Flap,Shawl,1 button",Dark
3616,Cavanni,Navy,Tops,Blazer,AW19,Plain,Longsleeve,Slim,"Flap,Notched,2 button",Dark
3617,Cavanni,Navy,Tops,Blazer,AW19,Plain,Longsleeve,Slim,"Flap,Notched,2 button",Dark
3618,Cavanni,Blue,Tops,Blazer,AW19,Plain,Longsleeve,Slim,"Flap,Notched,2 button",Medium
3619,Cavanni,Gray,Tops,Blazer,AW19,Check / plaid,Longsleeve,Slim,"Flap,Notched,2 button",Light
3606,Cavanni,Black,Tops,Formal Shirts,AW19,None,None,Slim,None,Dark
3620,Claudio Sartore,Black,Accessories,Belt,AW19,None,None,None,Formal,Dark
3621,Claudio Sartore,Navy,Accessories,Belt,AW19,None,None,None,Formal,Dark
3622,Claudio Sartore,Dark Brown,Accessories,Belt,AW19,None,None,None,Formal,Dark
3623,Claudio Sartore,Brown,Accessories,Belt,AW19,None,None,None,Formal,Dark
3624,Claudio Sartore,Black,Accessories,Belt,AW19,Plain,None,None,Formal,Dark
3625,Claudio Sartore,Navy,Accessories,Belt,AW19,Plain,None,None,Formal,Dark
3626,Claudio Sartore,Brown,Accessories,Belt,AW19,Plain,None,None,Formal,Dark
2116,Reiss,Beige,Tops,T-Shirt,SS18,Plain,Shortsleeve,Regular,Crew neck,Light
2132,Reiss,Pink,Tops,Polos,SS18,Plain,Shortsleeve,Slim,None,Light
2139,Reiss,White,Tops,Casual Shirts,SS18,Stripe,Shortsleeve,Slim,Down,Light
2130,Reiss,White,Tops,Blazer,SS18,Plain,Longsleeve,Slim,"Patch,Notched,1 button",Light
2136,Reiss,Pink,Tops,Polos,SS18,Plain,Shortsleeve,Slim,None,Light
2142,Reiss,Black,Tops,Polos,SS18,Plain,Shortsleeve,Slim,None,Dark
2117,Reiss,Black,Tops,T-Shirt,SS18,Plain,Shortsleeve,Regular,Crew neck,Dark
2135,Reiss,Blue,Tops,T-Shirt,SS18,Floral,Shortsleeve,Regular,Crew neck,Medium
2134,Reiss,Pink,Tops,T-Shirt,SS18,Stripe,Shortsleeve,Regular,Crew neck,Light
3631,Matte,Brown,Shoes,Loafers,AW19,None,None,None,None,Dark
3632,Matte,Burgundy,Shoes,Loafers,AW19,None,None,None,None,Dark
3628,Claudio Sartore,Black,Bottoms,Formal Trousers,AW19,Plain,None,None,"Welt,Formal",Dark
3629,Claudio Sartore,Navy,Bottoms,Formal Trousers,AW19,Plain,None,None,"Welt,Formal",Dark
3630,Claudio Sartore,Navy,Bottoms,Formal Trousers,AW19,Plain,None,None,"Welt,Formal",Dark
2122,Reiss,Light Blue,Tops,Blazer,SS18,Plain,Longsleeve,Slim,"Patch,Notched,1 button",Light
709,Lacoste,Black,Tops,Polos,AW14,Plain,Shortsleeve,Slim,None,Dark
3764,Kairen,White,Tops,Casual Shirts,SS20,None,Longsleeve,Slim,None,Light
3765,Kairen,Beige,Tops,Casual Shirts,SS20,None,Longsleeve,Slim,None,Light
3766,Kairen,White,Tops,Casual Shirts,SS20,None,Longsleeve,Slim,None,Light
967,Sobe,Black,Tops,Casual Shirts,AW15,Multi,Longsleeve,Slim,Down,Dark
941,Sobe,Blue,Tops,Casual Shirts,AW15,Check / plaid,Longsleeve,Slim,Cut Away,Medium
1029,Rhordan,White,Tops,T-Shirt,SS15,Graphic,Shortsleeve,Slim,Crew neck,Light
1032,Sobe,Gray,Tops,Casual Shirts,SS15,Plain,Longsleeve,Slim,Wide,Light
1015,Sobe,Blue/Red,Tops,Casual Shirts,AW15,Check / plaid,Longsleeve,Slim,Button Down,Mixed
1007,Sobe,White,Tops,Casual Shirts,AW15,Multi,Longsleeve,Slim,Cut Away,Light
1001,Sharq & Gharb,Navy,Tops,T-Shirt,AW16,Graphic,Shortsleeve,Slim,Crew neck,Dark
994,Sobe,White,Tops,Polos,SS15,Plain,Shortsleeve,Slim,None,Light
1061,Sobe,Red,Tops,Polos,SS15,Plain,Shortsleeve,Slim,None,Medium
1097,Strarwish,White,Tops,T-Shirt,AW16,Plain,Shortsleeve,Slim,"Crew neck,Patch",Light
1084,Sobe,Blue,Tops,Casual Shirts,SS15,Multi,Longsleeve,Slim,Down,Medium
1151,Mr. Draper,Pink,Tops,Casual Shirts,SS15,Plain,Longsleeve,Slim,Cut Away,Light
1155,Strarwish,Light blue,Bottoms,Swim,AW16,Check / plaid,None,Slim,None,Light
2118,Reiss,White,Tops,Formal Shirts,SS18,Plain,Longsleeve,Slim,Down,Light
2112,Vilebrequin,White,Tops,T-Shirt,SS18,Graphic,Shortsleeve,Slim,Crew neck,Light
2115,Vilebrequin,Navy,Tops,T-Shirt,SS18,Plain,Shortsleeve,Slim,"Crew neck,Patch",Dark
2110,Vilebrequin,Olive,Tops,Polos,SS18,Plain,Shortsleeve,Regular,Down,Dark
2111,Vilebrequin,Brown,Tops,Polos,SS18,Plain,Shortsleeve,Regular,Down,Dark
2113,Vilebrequin,White,Tops,T-Shirt,SS18,Plain,Shortsleeve,Slim,"Crew neck,Patch",Light
2222,Moss Bros,Dark Gray,Tops,Blazer,SS18,Plain,Longsleeve,Slim,"Flap,Notched,2 button",Dark
2223,Moss Bros,Blue,Tops,Blazer,SS18,Plain,Longsleeve,Slim,"Flap,Notched,2 button",Medium
2224,Moss Bros,Blue,Tops,Blazer,SS18,Plain,Longsleeve,Slim,"Flap,Notched,2 button",Medium
2225,Moss Bros,Blue,Tops,Blazer,SS18,Plain,Longsleeve,Slim,"Flap,Notched,2 button",Medium
2231,Moss Bros,Navy,Tops,Blazer,SS18,Plain,Longsleeve,Slim,"Patch,Notched,2 button",Dark
2263,Dedicated,Dark Gray,Tops,T-Shirt,AW18,Graphic,Shortsleeve,Regular,Crew neck,Dark
3651,Money,Black,Tops,T-Shirt,AW19,None,None,None,None,Dark
3645,Claudio Sartore,Dark Blue,Bottoms,Formal Trousers,AW19,None,None,None,None,Dark
3646,Claudio Sartore,Gray,Bottoms,Formal Trousers,AW19,None,None,None,None,Light
3647,Claudio Sartore,Gray,Bottoms,Formal Trousers,AW19,None,None,None,None,Light
3719,Burlington,Dark Gray,Accessories,Socks,SS20,Plain,None,None,None,Dark
3722,Burlington,Black,Accessories,Socks,SS20,Stripe,None,None,None,Dark
3725,Burlington,Navy,Accessories,Socks,SS20,Check / plaid,None,None,None,Dark
3727,Burlington,Black,Accessories,Socks,SS20,Plain,None,None,None,Dark
3730,Burlington,White,Accessories,Socks,SS20,Plain,None,None,None,Light
3772,Ayah,Gray,Bottoms,Swim,SS20,None,None,Slim,None,Light
3648,Claudio Sartore,Black,Tops,Polos,AW19,None,None,None,None,Dark
3649,Claudio Sartore,Navy,Tops,Polos,AW19,None,None,None,None,Dark
2258,Dedicated,Beige,Bottoms,Chinos,AW18,Plain,None,Regular,None,Light
2265,Dedicated,Cream,Tops,T-Shirt,AW18,Graphic,Shortsleeve,Regular,Crew neck,Light
3650,Claudio Sartore,Burgundy,Tops,Polos,AW19,None,None,None,None,Dark
1219,Sobe,Navy,Tops,Casual Shirts,SS15,Multi,Longsleeve,Slim,Wide,Dark
1232,Sobe,Blue,Tops,Casual Shirts,SS15,Multi,Longsleeve,Slim,Button Down,Medium
1393,Sobe,Navy,Tops,Casual Shirts,SS15,Paisley,Longsleeve,Slim,Wide,Dark
1377,Strarwish,Light blue,Bottoms,Swim,AW16,Multi,None,Regular,None,Light
3721,Burlington,Brown,Accessories,Socks,SS20,Plain,None,None,None,Dark
3723,Burlington,Dark Blue,Accessories,Socks,SS20,Stripe,None,None,None,Dark
3724,Burlington,Black,Accessories,Socks,SS20,Check / plaid,None,None,None,Dark
3726,Burlington,White,Accessories,Socks,SS20,Plain,None,None,None,Light
3728,Burlington,Gray,Accessories,Socks,SS20,Plain,None,None,None,Light
3732,Falke,Black,Accessories,Socks,SS20,Plain,None,None,None,Dark
3734,Falke,Beige,Accessories,Socks,SS20,Plain,None,None,None,Light
3747,Emporio Armani,White,Accessories,Underwear,SS20,Plain,None,None,None,Light
3750,Skiny,Blue,Accessories,Underwear,SS20,Stripe,None,None,None,Medium
3761,Skiny,Black/Red/Gray,Accessories,Underwear,SS20,Plain,None,None,None,Dark
3759,Emporio Armani,Blue/Gray/White,Accessories,Underwear,SS20,Plain,None,None,None,Medium
3760,Skiny,Black/Gray/Blue,Accessories,Underwear,SS20,Plain,None,None,None,Medium
3762,Intense,Navy,Bottoms,Sweatpants,SS20,None,None,None,None,Dark
3763,Intense,Navy,Tops,Sweatshirts,SS20,None,None,None,None,Dark
3745,Emporio Armani,White/Blue,Tops,T-Shirt,SS20,Plain,Shortsleeve,Straight,Crew neck,Light
376,Ralph Lauren,Navy,Tops,T-Shirt,AW17,Plain,Shortsleeve,Regular,Crew neck,Dark
24,Ralph Lauren,Navy,Bottoms,Chinos,SS17,Plain,None,Slim,None,Dark
30,Ralph Lauren,Gray,Tops,Polos,AW17,Stripe,Shortsleeve,Regular,None,Light
3737,Ralph Lauren,Black,Accessories,Underwear,SS20,Plain,None,None,None,Dark
3748,Emporio Armani,White,Tops,T-Shirt,SS20,Plain,Shortsleeve,Straight,V neck,Light
3753,Skiny,White,Tops,T-Shirt,SS20,Plain,Sleeveless,Slim,None,Light
3754,Skiny,White,Tops,T-Shirt,SS20,None,Shortsleeve,None,V neck,Light
3773,Duke + Dexter,Black,Shoes,Loafers,SS20,None,None,None,None,Dark
3774,Duke + Dexter,Black,Shoes,Loafers,SS20,None,None,None,None,Dark
3775,Duke + Dexter,Gray/Black,Shoes,Loafers,SS20,None,None,None,None,Mixed
3776,Duke + Dexter,Black,Shoes,Loafers,SS20,None,None,None,None,Dark
3777,Duke + Dexter,Light Beige,Shoes,Loafers,SS20,None,None,None,None,Light
3778,Duke + Dexter,Gray,Shoes,Loafers,SS20,None,None,None,None,Light
3779,Duke + Dexter,Black,Shoes,Loafers,SS20,None,None,None,None,Dark
3780,Duke + Dexter,Black,Shoes,Loafers,SS20,None,None,None,None,Dark
1362,Sharq & Gharb,White,Tops,T-Shirt,AW16,Graphic,Shortsleeve,Slim,Crew neck,Light
1536,Strarwish,Navy,Tops,T-Shirt,AW16,Plain,Shortsleeve,Slim,"Crew neck,Patch",Dark
1520,Sobe,Brown,Tops,Casual Shirts,SS15,Multi,Longsleeve,Slim,Button Down,Dark
1490,Sobe,Blue,Tops,Casual Shirts,SS15,Multi,Longsleeve,Slim,Down,Medium
1597,Rhordan,White,Tops,T-Shirt,SS15,Graphic,Shortsleeve,Slim,Crew neck,Light
1670,Sobe,Blue,Tops,Casual Shirts,AW15,Dots,Longsleeve,Slim,Button Down,Medium
1668,Sobe,Yellow,Tops,Polos,SS15,Plain,Shortsleeve,Slim,None,Light
3224,Ralph Lauren,Red,Tops,Casual Shirts,AW19,Plain,Longsleeve,Slim,Button Down,Medium
3223,Ralph Lauren,Dark Gray,Tops,T-Shirt,AW19,None,Shortsleeve,Slim,"Crew neck,Patch",Dark
3808,Elliot Rhodes,Navy,Accessories,Belt,SS20,None,None,None,None,Dark
3809,Elliot Rhodes,Dark Brown,Accessories,Belt,SS20,None,None,None,None,Dark
3215,Ralph Lauren,White,Tops,Casual Shirts,AW19,Plain,Longsleeve,Regular,Button Down,Light
3214,Ralph Lauren,Dark Blue,Tops,Polos,AW19,Plain,Shortsleeve,Slim,None,Dark
3810,Elliot Rhodes,Brown,Accessories,Belt,SS20,None,None,None,None,Dark
3811,Elliot Rhodes,Dark Brown,Accessories,Belt,SS20,None,None,None,None,Dark
3812,Elliot Rhodes,Burgundy,Accessories,Belt,SS20,None,None,None,None,Dark
3813,Elliot Rhodes,Black,Accessories,Belt,SS20,None,None,None,None,Dark
3814,Elliot Rhodes,Dark Brown,Accessories,Belt,SS20,None,None,None,None,Dark
3815,Timothy Everest,Light Green,Tops,Knitwear,SS20,None,Shortsleeve,None,None,Light
3208,Ralph Lauren,Navy,Bottoms,Chinos,AW19,None,None,Slim,None,Dark
3212,Ralph Lauren,Orange,Tops,Polos,AW19,Plain,Shortsleeve,Slim,None,Light
3217,Ralph Lauren,Purple,Tops,T-Shirt,AW19,Plain,Shortsleeve,Slim,Crew neck,Dark
3221,Ralph Lauren,Green,Bottoms,Shorts,AW19,Plain,None,Comfort,None,Medium
3781,Duke + Dexter,Burgundy,Shoes,Loafers,SS20,None,None,None,None,Dark
3782,Duke + Dexter,Beige,Shoes,Loafers,SS20,None,None,None,None,Light
3783,Duke + Dexter,Brown,Shoes,Loafers,SS20,None,None,None,None,Dark
3784,Duke + Dexter,Gray,Shoes,Loafers,SS20,None,None,None,None,Light
3785,Grenson,Brown,Shoes,Loafers,SS20,None,None,None,None,Dark
3786,Grenson,Black,Shoes,Brogues,SS20,None,None,None,None,Dark
3787,Grenson,Brown,Shoes,Sneakers,SS20,None,None,None,None,Dark
3788,Grenson,White,Shoes,Sneakers,SS20,None,None,None,None,Light
3789,Grenson,Brown,Shoes,Sneakers,SS20,None,None,None,None,Dark
3790,Grenson,Dark Brown,Shoes,Brogues,SS20,None,None,None,None,Dark
3791,Grenson,Brown,Shoes,Brogues,SS20,None,None,None,None,Dark
3792,Grenson,Pink,Shoes,Sneakers,SS20,None,None,None,None,Light
3793,Grenson,Brown,Shoes,Boots,SS20,None,None,None,None,Dark
3794,Puma,Navy,Shoes,Sneakers,SS20,None,None,None,None,Dark
3795,Puma,White,Shoes,Sneakers,SS20,None,None,None,None,Light
3796,Puma,Black/White,Shoes,Sneakers,SS20,None,None,None,None,Mixed
3797,Puma,Light Beige,Shoes,Sneakers,SS20,None,None,None,None,Light
3798,Puma,Beige,Shoes,Sneakers,SS20,None,None,None,None,Light
3799,Puma,Dark Gray,Shoes,Sneakers,SS20,None,None,None,None,Dark
3800,Puma,Black,Shoes,Sneakers,SS20,None,None,None,None,Dark
3801,Guards London,Brown,Tops,Coats,SS20,None,None,Tailored,None,Dark
3802,Guards London,Navy,Tops,Coats,SS20,None,None,Tailored,None,Dark
3803,Guards London,Navy,Tops,Blazer,SS20,None,None,Regular,"Patch,Notched,Single breasted",Dark
3804,Guards London,Navy,Tops,Casual Outerwear,SS20,None,None,Tailored,None,Dark
3805,Harris Wharf,Brown,Tops,Blazer,SS20,None,None,Tailored,"Patch,Notched,Single breasted",Dark
3806,Harris Wharf,Navy,Tops,Blazer,SS20,None,None,Tailored,"Patch,Notched,Single breasted",Dark
3807,Harris Wharf,Dark Gray,Tops,Blazer,SS20,None,None,Tailored,"Patch,Notched,Single breasted",Dark
3816,Timothy Everest,Light Blue,Tops,Knitwear,SS20,None,Shortsleeve,None,None,Light
3817,Timothy Everest,Navy,Tops,Knitwear,SS20,None,Longsleeve,None,None,Dark
3818,Timothy Everest,Light blue,Tops,Knitwear,SS20,None,Longsleeve,None,None,Light
3819,Drake's,White,Tops,Formal Shirts,SS20,None,Longsleeve,Slim,Button Down,Light
1793,Sobe,Navy,Tops,Casual Shirts,AW15,Multi,Longsleeve,Slim,Cut Away,Dark
1773,Sobe,Purple,Tops,Casual Shirts,AW15,Plain,Longsleeve,Slim,Button Down,Dark
1818,Strarwish,Navy,Bottoms,Swim,AW16,Check / plaid,None,Slim,None,Dark
3251,Ralph Lauren,Olive,Tops,T-Shirt,AW19,None,Longsleeve,Regular,French,Dark
3820,Drake's,Blue,Tops,Formal Shirts,SS20,None,Longsleeve,Slim,Button Down,Medium
3821,Hilditch & Key,Navy,Tops,Formal Shirts,SS20,None,None,Regular,Wide,Dark
3822,Hilditch & Key,Blue/White,Tops,Formal Shirts,SS20,None,None,None,None,Mixed
3823,Hilditch & Key,Light blue,Tops,Formal Shirts,SS20,None,None,None,None,Light
3824,Hilditch & Key,Blue/White,Tops,Formal Shirts,SS20,None,None,None,None,Mixed
3825,Hilditch & Key,Blue/White,Tops,Formal Shirts,SS20,None,None,None,None,Mixed
3826,Hilditch & Key,White,Tops,Formal Shirts,SS20,None,None,None,None,Light
3827,Emmett,Pink,Tops,Formal Shirts,SS20,None,Longsleeve,Slim,Wide,Light
3828,Emmett,Blue/White,Tops,Formal Shirts,SS20,None,Longsleeve,Slim,Wide,Mixed
3829,Emmett,Navy/White,Tops,Formal Shirts,SS20,None,Longsleeve,Regular,Cut Away,Mixed
3830,Emmett,Light Gray,Tops,Formal Shirts,SS20,None,Longsleeve,Slim,Wide,Light
3831,Emmett,Light blue,Tops,Formal Shirts,SS20,None,Longsleeve,Slim,Cut Away,Light
3832,Emmett,Yellow,Tops,Formal Shirts,SS20,None,Longsleeve,Regular,Wide,Light
3833,Emmett,Blue/White,Tops,Formal Shirts,SS20,None,Longsleeve,Slim,Wide,Mixed
3834,Emmett,Dark Blue,Tops,Formal Shirts,SS20,None,Longsleeve,Slim,Wide,Dark
3835,Emmett,White,Tops,Formal Shirts,SS20,None,Longsleeve,Regular,Wide,Light
3836,Emmett,Blue,Tops,Formal Shirts,SS20,None,Longsleeve,Slim,Cut Away,Medium
3837,Emmett,Blue,Tops,Formal Shirts,SS20,None,Longsleeve,Slim,Wide,Medium
3838,Emmett,Navy/Green,Tops,Formal Shirts,SS20,None,Longsleeve,Regular,Cut Away,Mixed
3839,Emmett,Light blue,Tops,Formal Shirts,SS20,None,Longsleeve,Regular,Wide,Light
3840,Emmett,White,Tops,Formal Shirts,SS20,None,Longsleeve,Slim,Wide,Light
3841,Emmett,White,Tops,Formal Shirts,SS20,None,Longsleeve,Slim,Wide,Light
3842,Emmett,White,Tops,Formal Shirts,SS20,None,None,None,None,Light
3843,Mocha Salt,Black,Bottoms,Shorts,SS20,None,None,Regular,None,Dark
3844,Mocha Salt,Light Beige,Bottoms,Shorts,SS20,None,None,Regular,None,Light
3845,Mocha Salt,Black/White,Bottoms,Swim,SS20,None,None,Regular,None,Mixed
3846,Mocha Salt,Navy,Bottoms,Swim,SS20,None,None,Regular,None,Dark
3847,Mocha Salt,Navy/White,Bottoms,Swim,SS20,None,None,Regular,None,Mixed
3848,Mocha Salt,Dark Green,Tops,T-Shirt,SS20,None,Shortsleeve,Regular,None,Dark
3849,Mocha Salt,Black,Tops,T-Shirt,SS20,None,Shortsleeve,Regular,None,Dark
3850,Mocha Salt,Navy,Tops,T-Shirt,SS20,None,Shortsleeve,Regular,None,Dark
3851,Mocha Salt,White,Tops,T-Shirt,SS20,None,Shortsleeve,Regular,None,Light
3852,Emma Willis,Pink/White,Tops,Formal Shirts,SS20,None,None,Slim,Wide,Medium
3853,Emma Willis,Blue/White,Tops,Formal Shirts,SS20,None,None,Slim,Wide,Mixed
3854,Emma Willis,White,Tops,Formal Shirts,SS20,None,None,Slim,Cut Away,Light
3855,Emma Willis,Dark Blue,Tops,Formal Shirts,SS20,None,None,Slim,Wide,Dark
3856,Emma Willis,Blue,Tops,Formal Shirts,SS20,None,None,Slim,Wide,Medium
3858,Emma Willis,Navy,Tops,Casual Shirts,SS20,None,None,Regular,Mandarin,Dark
3859,Emma Willis,Light Blue,Tops,Formal Shirts,SS20,None,None,None,Wide,Light
3860,Drake's,Navy/Orange,Accessories,Ties,SS20,None,None,None,None,Mixed
3861,Drake's,Navy/White/Red/Yellow,Accessories,Ties,SS20,None,None,None,None,Mixed
3862,Drake's,Beige,Accessories,Ties,SS20,None,None,None,None,Light
3863,Drake's,Navy,Accessories,Ties,SS20,None,None,None,None,Dark
3864,Drake's,Green,Accessories,Ties,SS20,None,None,None,None,Medium
3865,Drake's,Navy/Maroon,Accessories,Ties,SS20,None,None,None,None,Dark
3866,Drake's,Navy/White,Accessories,Ties,SS20,None,None,None,None,Mixed
3867,Drake's,Light Beige,Accessories,Ties,SS20,None,None,None,None,Light
3868,Drake's,Navy/White,Accessories,Ties,SS20,None,None,None,None,Mixed
3869,Drake's,Light Blue,Accessories,Ties,SS20,None,None,None,None,Light
3870,Drake's,Light Beige,Accessories,Ties,SS20,None,None,None,None,Light
3871,Drake's,Navy,Accessories,Ties,SS20,None,None,None,None,Dark
504,Crespin,Gray,Shoes,Moccassin,AW15,Plain,None,None,None,Light
2667,John White,Black,Shoes,Loafers,SS19,None,None,None,None,Dark
1327,Ralph Lauren,Beige,Tops,Polos,AW14,Graphic,Shortsleeve,Regular,None,Light
1292,Ralph Lauren,Blue,Tops,Hoodies,AW14,Plain,Longsleeve,Slim,None,Medium
1454,Ralph Lauren,Beige,Bottoms,Chinos,AW14,Plain,None,Slim,None,Light
3872,Drake's,Burgundy,Accessories,Ties,SS20,None,None,None,None,Dark
3873,Drake's,Light Blue,Accessories,Ties,SS20,None,None,None,None,Light
3874,Bow-Tie,Black,Shoes,Loafers,SS20,None,None,None,None,Dark
3875,Bow-Tie,Brown,Shoes,Loafers,SS20,None,None,None,None,Dark
3876,Bow-Tie,Brown,Shoes,Loafers,SS20,None,None,None,None,Dark
3877,Bow-Tie,Burgundy,Shoes,Loafers,SS20,None,None,None,None,Dark
3878,Bow-Tie,Brown,Shoes,Loafers,SS20,None,None,None,None,Dark
3879,Bow-Tie,Black,Shoes,Loafers,SS20,None,None,None,None,Dark
3880,Bow-Tie,Burgundy,Shoes,Loafers,SS20,None,None,None,None,Dark
3881,Bow-Tie,Black,Shoes,Monkstrap,SS20,None,None,None,None,Dark
3882,Bow-Tie,Navy,Shoes,Loafers,SS20,None,None,None,None,Dark
3883,Bow-Tie,Tan,Shoes,Loafers,SS20,None,None,None,None,Light
3884,Bow-Tie,Navy,Shoes,Loafers,SS20,None,None,None,None,Dark
3885,Bow-Tie,Brown,Shoes,Monkstrap,SS20,None,None,None,None,Dark
3886,Guards London,Grey/Brown,Tops,Blazer,SS20,None,None,Regular,"Patch,Notched,Single breasted",Mixed
3887,Peckham Rye,Burgundy,Accessories,Ties,SS20,None,None,None,None,Dark
3888,Peckham Rye,Black,Accessories,Ties,SS20,None,None,None,None,Dark
3889,Peckham Rye,Blue/White,Accessories,Ties,SS20,None,None,None,None,Mixed
3890,Peckham Rye,Black,Accessories,Ties,SS20,None,None,None,None,Dark
3891,Peckham Rye,Blue,Accessories,Ties,SS20,None,None,None,None,Medium
3892,Peckham Rye,Burgundy,Accessories,Ties,SS20,None,None,None,None,Dark
3893,Peckham Rye,Blue/White,Accessories,Ties,SS20,None,None,None,None,Mixed
3894,Peckham Rye,White/Red,Accessories,Ties,SS20,None,None,None,None,Light
3895,Peckham Rye,Black,Accessories,Ties,SS20,None,None,None,None,Dark
3896,Peckham Rye,Blue,Accessories,Ties,SS20,None,None,None,None,Medium
3897,Peckham Rye,Burgundy,Accessories,Ties,SS20,None,None,None,None,Dark
3898,Drake's,Navy/Brown/Red,Accessories,Ties,SS20,None,None,None,None,Dark
2668,John White,Brown,Shoes,Loafers,SS19,None,None,None,None,Dark
2669,John White,Black,Shoes,Monkstrap,SS19,None,None,None,None,Dark
2670,John White,Brown,Shoes,Monkstrap,SS19,None,None,None,None,Dark
2672,Reiss,Navy,Bottoms,Shorts,SS19,Plain,None,Slim,None,Dark
2673,Reiss,Light Green,Bottoms,Shorts,SS19,Plain,None,Slim,None,Light
2674,Reiss,Light Beige,Bottoms,Shorts,SS19,Plain,None,Slim,None,Light
2675,Reiss,Blue,Bottoms,Shorts,SS19,Plain,None,Slim,None,Medium
2676,Reiss,Pink,Bottoms,Shorts,SS19,Plain,None,Slim,None,Light
2677,Reiss,Green,Tops,Polos,SS19,Plain,Shortsleeve,Regular,None,Medium
2678,Reiss,Light Blue,Tops,Polos,SS19,Plain,Shortsleeve,Regular,None,Light
2679,Reiss,Navy,Tops,Casual Shirts,SS19,Plain,Longsleeve,Regular,Down,Dark
2680,Reiss,Olive,Tops,Casual Shirts,SS19,Plain,Shortsleeve,Slim,Down,Dark
2681,Reiss,Light Blue,Tops,Casual Shirts,SS19,Plain,Shortsleeve,Slim,Down,Light
2682,Reiss,White,Tops,Casual Shirts,SS19,Plain,Shortsleeve,Slim,Down,Light
2683,Reiss,Light Blue,Tops,T-Shirt,SS19,Plain,Shortsleeve,Regular,Crew neck,Light
2685,Reiss,Maroon,Bottoms,Chinos,SS19,Plain,None,Slim,None,Dark
2686,Reiss,Light Beige,Bottoms,Chinos,SS19,Plain,None,Slim,None,Light
3899,Emma Willis,Blue,Tops,Formal Shirts,SS20,None,None,Slim,Wide,Medium
3857,Emma Willis,White/Blue,Tops,Formal Shirts,SS20,Stripe,None,Slim,Wide,Light
2550,Claudio Sartore,Blue,Tops,Blazer,SS19,Check / plaid,Longsleeve,Slim,"Flap,2 button",Medium
2551,Claudio Sartore,Navy,Tops,Blazer,SS19,Plain,Longsleeve,Slim,"Flap,2 button",Dark
2552,Claudio Sartore,Maroon,Tops,Blazer,SS19,Plain,Longsleeve,Slim,"Flap,2 button",Dark
2415,Claudio Sartore,Blue,Tops,Blazer,AW18,Plain,Longsleeve,Slim,"Flap,Notched,2 button",Medium
2417,Claudio Sartore,Black,Tops,Blazer,AW18,Plain,Longsleeve,Slim,"Flap,Notched,2 button",Dark
2416,Claudio Sartore,Dark Brown,Tops,Blazer,AW18,Plain,Longsleeve,Slim,"Flap,Notched,2 button",Dark
2553,Claudio Sartore,Blue,Tops,Blazer,SS19,Plain,Longsleeve,Slim,"Flap,2 button",Medium
2871,Claudio Sartore,Light blue,Tops,Blazer,SS19,None,None,None,None,Light
2872,Claudio Sartore,Light Gray,Tops,Blazer,SS19,None,None,None,None,Light
2873,Claudio Sartore,Navy,Tops,Blazer,SS19,None,None,None,None,Dark
2687,Reiss,White/Navy,Tops,T-Shirt,SS19,None,Shortsleeve,Slim,Crew neck,Mixed
2684,Reiss,Pink,Tops,T-Shirt,SS19,Plain,Shortsleeve,Regular,Crew neck,Light
2704,Cavanni,Blue,Tops,Blazer,SS19,Plain,Longsleeve,Slim,"Flap,Single breasted",Medium
2690,Reiss,Cream,Accessories,Ties,SS19,None,None,None,None,Light
2874,Claudio Sartore,Blue/Red,Tops,Blazer,SS19,None,None,None,None,Mixed
